Text,Sentiment
Lyka Labs to raise up to Rs 100 crore via securities,1
Market sees 8% to 10% upside in this quarter: Apurva Shah,1
Media report on DVR led Tata Motors to surge: Jagdish Malkani,1
"Midcaps important part of our portfolio: Kunj Bansal, Centrum Wealth Management",0
Mirc Electronics Q4 net up 87 pc at Rs 9.7 cr,1
Monnet Ispat surges nearly 13% on likely stake sale by promoters,1
Moody's gives fifth reason for markets to cheer; record highs seen,1
MTNL well placed for a next probable upmove: Aditya Birla Money,1
"Mutual funds create history in August, invest more money than FIIs",1
Mutual funds' exposure to IT stocks hit 5-month high in July,1
Natco Pharma shares jump 15% on Dilip Shanghvi stake buy reports,1
"NBFC space looks attractive, but valuations are fairly stretched: Anand Tandon",1
Nestle India recovers after slipping 5%; Global CEO says Maggi safe,1
"Next 3 years will be transformational for RIL, says Mukesh Ambani",1
NFL share sale subscribed 1.55 times; govt gets Rs 101 cr,1
"Nifty to go beyond 6800, may even reach 7000: Ambareesh Baliga",1
NIIT bounces back to profits; revenue rises to Rs 225.3 crore,1
"Nikkei hits 5-mth high on Federal  policy hopes, China PMI",1
"Nikkei hits 7-yr high, hopes of BOJ buying stocks offsets Moody's",1
"Nikkei rises as MSCI review supports sentiment, eyes on BOJ meeting",1
"Nomura Holdings Inc: Sensex to touch 30,310 points by August 2015",1
Novartis India Q4 net profit up 22.30% at Rs 34 crore,1
Nucleus Software Q4 net up 19 pc to Rs 10.45 cr,1
Nucleus Software's Q1 net profit up 4% at Rs 11.65 crore,1
Oil's 45% rebound could be testing nerves of markets and policymakers,1
Opto Circuits Q4 net profit up 68% at Rs 111.05 crore,1
"Opto Circuits unveils latest AED in US, Canada; stock rallies 9%",1
"Oracle Financial FY'11 net profit up 43.60% to Rs 1,111 crore",1
"Outlook not bleak for Infosys going ahead: Prakash Diwan, Altamount Capital",1
"Paper cos to publish better Q1 nos, soaring demand brightens outlook",1
Pfizer rallies over 6% on acquisition plans; scales above Rs 2000,1
Polishing image: Fixing of supply chain issues may rerate Bata India,1
"Power Finance Corp Q3 profit jumps 37% at Rs 1,534.31 crore",1
"Power Finance Corporation FPO fairly priced: Sajiv Dhawan, JV Capital Services",1
"Power Finance Corporation raises Rs 2,100 crore by selling privately-placed bonds",1
Power plant operators surge as government plans to boost LNG imports,1
Praj Industries order booking is picking up substantially:  Sandip Sabharwal,1
"Prestige Estates Q2 sales bookings up 29% at Rs 1,486 crore",1
"Prime Focus up 18% in 2 days, can gain 15% more",1
"Punj Lloyd surges 5% as it bags Rs 1,418 crore order",1
"Q1 numbers, crude oulook, midcap rally lifting tyre stocks: Harendra Kumar",1
Radico Khaitan Q4 net profit up 81% at Rs 17.4 crore,1
"Ramco Systems surges on pact with Australian firm, up 100% YTD",1
RBS surges 5 per cent on forming JV with CBS Corp,1
"RComm a good stock in the telecom space: Deepak Mohoni, trendwatchindia.com",1
"REC gets shareholders nod to raise up to Rs 42,000 crore",1
Reiterate 'Buy' on Infosys for target of Rs 3250: Prabhudas Lilladher,1
"Reliance Communications raises Rs 6,100 crore via QIP to reduce debt",1
Relief over China growth pushes dollar to 1-week high versus yen,1
Responsive Industries could be a multibagger in the making: Prakash Diwan,1
RIICO FY'12 net profit up nearly 68% at Rs 473.44 crore,1
Rolta India shares gain almost 12 per cent on smart earnings,1
Rural Electrification Corp raises 15.15 billion rupees via 7-yr bonds: Sources,1
Samsung shares could gain as much as 50 per cent: Barron's,1
Sanofi India stock likely to be re-rated on company's improving fundamentals,1
Saraswat Bank posts 78% growth in net profit at Rs 212.27-cr,1
SAT upholds Sebi order on 9 entities in Rich Universe case,-1
SBBJ Q1 net up 11.83 per cent at Rs 187.52 crore,1
"Sensex makes new record high at 22,853; top 20 trading ideas",1
"Sensex soars about 400 points; makes fresh life high of 25,416",1
Shalimar Paints Q2 increases 48.02 per cent to Rs 4.13 crore,1
Shanghai stocks see biggest one-day gain in more than five years,1
Sharekhan picks top investment ideas as market fall makes valuations reasonable,0
Sharp movement in Yen has been positive for Maruti: Prashastha Seth,1
Shree Cement January-March net profit up 26% to Rs 274 crore,1
"Singapore dollar near 1-month high after easing, GDP; Asia FX up",1
SJVN records 28 per cent rise in net profit in October-December,1
SKF India Q1 PAT up 40 pc at Rs 61 cr,1
"SKS scrip snaps losing streak, ends 3% up after rate reduction",1
Small stocks give better returns to investors so far this year,1
"Sobha Developers heading to 200, JP stuck at 90: Ashwani Gujral",1
Sobha Developers Q1 PAT seen up 48% at Rs 46 cr,1
Sobha Developers: A realty counter that may give over 45% returns,1
Sona Koyo Steering Systems Q2 net up at Rs 12.62 crore,1
"Sovereign gold bond scheme more likely to succeed, says Nomura report",1
Soybeans rise to 10-month high after record crush in US mills,1
SRF Q2 profit jumps 60.87 per cent to Rs 76.85 crore,1
"Stage set for IT sector to see bounceback, top stock picks",1
Star Network's Balaji exit sparks excitement in entertainment space: Deven Choksey,0
State Bank of India rallies over 1% on fund raising plans,1
Sterling heads towards first week of gains in 8 against dollar,1
Sterlite Tech Q4 profit jumps 4-fold; to hive off power biz,1
Stimulus efforts to lift silver assets  ETFs to a record,1
Supreme Industries Q4 net up 12 pc at Rs 105 crore,1
Surya Roshni Q1 net profit up 22% at Rs 12 crore,1
Suven Life Sciences Q1 net up 16.68% at Rs 34.74 cr,1
Taiwan stocks up slightly on caution ahead of key orders data,1
Talbros Auto top bet from auto componenet space: P Phani Sekhar,1
Tata Chemicals Q1 net jumps over two-fold to Rs 175.50 crore,1
TBZ net profit rises 58% to Rs 18.49 crore in Q4,1
"Techno Electric's Q1 FY13 PAT at Rs 40.7 crore, up 24%",1
There is still lot of interest in IT stocks: Anil Manghnani,1
"These are good times to buy: Vijai Mantri, Pramerica Mutual Fund",0
Time for CNX IT to hit a new high: Ashwani Gujral,1
"Top-6 blue-chips add Rs 38,362 cr in m-cap; TCS biggest gainer",1
Traders bullish on natural gas even as inventories may show rise,1
Trent to raise up to Rs 250 cr through shares sale,1
TTML narrows down net loss to Rs 156.36 crore in Q3,1
Turnaround in biz fortunes helps ABNL post a profit in Q3,1
TVS Motor Q2 net jumps over two-fold at Rs 54.78 crore,1
UB group stocks surge upto 20% on Diageo stake buy talks,1
"UltraTech Cement hits 52-week high on Nifty inclusion, Lupin up 2%",1
United Breweries Holdings Q1 jumps over 2-fold to Rs 802 crore,1
Uptrend in IT likely to continue; buy on declines: Ashwani Gujral,1
"Urban theme looks good given the deficient monsoon: Pankaj Pandey, ICICIdirect.com",1
"Vakrangee, Petronet among top 45 stocks that hit their 52-week highs",1
Valuation gap with larger peer makes Stylam Industries an attractive option,1
Varun Shipping FY11 profit up 17.45 pc at Rs 14.74 crore,1
Venus Remedies Q2 net up 4.5 pc to Rs 11.5 cr,1
V-Mart Q1 net up 26.15 per cent at Rs 9.02 crore,1
Volkswagen stocks rise 4% over better than expected third quarter earnings,1
Watch arm's e-tail success helps KDDL tick at a faster rate,1
Welspun India Q4 net profit jumps 83% to Rs 98.66 crore,1
Wipro share auction fetches Rs 750 cr for Azim Premji Trust,1
"Would prefer India Infoline in NBFC space: Pankaj Pandey, ICICI Direct",1
Zee Entertainment Q1 net profit up 16% at Rs 243 crore,1
100 days of Narendra Modi government: Sensex rallies nearly 9%; top bets,1
10-year yield at over 2-week high as RBI says to cut HTM,1
40-50% earnings growth expected for Amara Raja Batteries in FY11: Anagram Capital,1
715-720 is a comfortable level to buy Bank of Baroda: Sandeep Wagle,1
ABB India posts 25 per cent jump in net profit in Q3,1
Adani Port Q1 net up 13 per cent at Rs 641 crore,1
Akzo Nobel Q1 net up 58.51 per cent at Rs 55.18 crore,1
Alembic Pharmaceuticals Q3 net up 7 per cent at Rs 70.66 crore,1
"Atul Ltd rallies over 5%, hits 52-week high on stake sale reports",1
Ballarpur Industries rallies over 13% as IFC invest $100 mn in subsidiary,1
Beaten-down brokers revive business as stock markets rally on new government optimism,1
"BHEL Q2 net up 33 pc to Rs 1,142 cr; shares up",1
Biggest sugar rally in years not over over as deficit looms: Poll,1
"Blackstone ups stake in MCX,buys 14.2 lakh shares for Rs 81 cr",1
BoB surges 14% from day's low even as Q2 PAT sinks 89%,1
BPCL is the best bet among the oil marketing stocks: Gaurang Shah,1
Britannia stock may continue to return well despite expensive valuations: Rahul Shah,1
Broker Guotai Junan soars in debut after China's biggest IPO since 2010,1
Brokerages see over 70% upside on Idea Cellular stock in a year,1
Buy Bank of India with a target of Rs 245: Prakash Gaba,1
Cadila Healthcare posts 40% jump in net profit to Rs 391 crore,1
City Union Bank Q3 net profit up 4.54% to Rs 89.09 crore,1
City Union Bank set to report strong income in next few quarters,1
"Clariant Chemicals rallies over 12%, hits 52-week high on land parcel deal",1
Claris surges 18% as pharma cos in race to buy injectible biz,1
"Clean chit to Halol plant, strategic buys key for Sun Pharma's future",1
CLP India's wind energy arm raises Rs 600 crore via green bonds,1
"CLSA sees over 15% upside in Bharti Infratel, upgrades stock to 'outperform'",1
CMC is a good mid-cap IT stock for the portfolio: Deepak Mohoni,1
"Continue to be positive on Titan, part of portfolio: Pankaj Pandey, ICICIdirect.com",1
Country Club India Limited Q4 net up 98% at Rs 14.39 crore,1
Cox & Kings Indias Holidaybreak and other acquisitions begin to pay off,1
Cox & Kings Q3 net grows over ten-fold at Rs 31 crore,1
Cox & Kings Q3 net up 19.39 pc to Rs 23.02 cr,1
Crisil's net profit up 18% at Rs 70.92 cr in December quarter,1
CV cycle recovery will lead to re-rating for Jamna Auto: Parag Thakkar,1
Dark horse: Analysts pick IRB Infra as top bet in infra space,1
Deepak Fertilisers Q4 net profit jumps over 3-fold to Rs 91.44 crore,1
Dhanuka Agritech Q2 net profit up 35.29 pc to Rs 32 crore,1
Diageo buys USL shares worth Rs 866 crore; ups stake to 29%,1
Diamond prices set to outpace gold as luxury spending in Asia rises,1
"Diesel decontrol, crude price fall likely to give major boost to IOC",1
Dishman Pharma surges 6% on clarification for receipt of USFDA warning letter,1
DLF surges on reports to launch CMBS issue in next two months,1
"Dollar near 4-month high as data lifts sentiment, euro wary of ECB",1
Economy revival in sight; here's why you should invest in banking stocks,1
Eros Intl Media lines-up Rs 700 cr capex over next two years,1
Expect Maruti stocks to hold up with upcoming product launches: Pramod Gubbi,1
Expect Pidilite to see revival in volume growth in FY17: Amit Khurana,1
Experts bet big on largecap stocks; top 10 counters for your portfolio,1
Exposure to the Middle East market helped Voltas perform well: Dipen Shah,1
Financial Tech Q1 net profit up 94 pc at Rs 76.06 cr,1
First pharma IPO in 5 years: Syngenes debut offer subscribed 32 times,1
GAIL India Q4 profit zooms 57 per cent to Rs 972 crore,1
GE Shipping Q2 net profit up by 55% at Rs 168.65 cr,1
Gillette India Q1 Net up 16.57 per cent at Rs 17.68 crore,1
Gilts reach highest premium to Bunds since 1997 as ECB QE starts,1
Glenmark Q1 net profit up 3.29 per cent at Rs 190 crore,1
Go for bigger names like SBI in public sector banks: IV Subramaniam,1
Gold imports set to rise as RBI eases curbs ahead of Budget,1
Goldman Sachs: The S&P 500 will hit another all-time high before year-end,0
Government's proposed rule regarding ABS will boost auto components sector: Prakash Diwan,1
Granules India nurses itself back to health on better utilisation of plants,1
"GSPC raises Rs 3,000 crore through bond markets to meet capex need",1
"Have high expectations from the real estate sector: Rajesh Jain, Market Strategist",1
HCL Tech surges over 4% after denial of $10-billion stake sale report,1
"Heard on the Street: IDFC MFs star picks, and discussion on GIFT",1
Hinduja Global Sol Q3 profit more than doubles to Rs 54.1 crore,1
HNI's interest in markets leads to rise in midcap stocks: David Pezarkar,1
HSIL Q2 net profit moves up 52 pc to Rs 13.93 cr,1
HT Media overseas arm picks up 5 per cent stake in Dealstreetasia,1
ICRA jumps 20% on Moody's open offer;M-cap swells by Rs 318 crore,1
IEA sees much higher demand for OPEC oil for rest of 2014,1
"IFC raises Rs 1,000 crore from first rupee bond sale at 7.75%",1
"IFC sells Masala Re Bonds; raises Rs 1,000 cr for Axis Bank",1
Indiabulls Housing Finance: Fast-growing financial services company is a good long-term pick,1
"India's position better than other emergings markets: Arindam Ghosh, BlackRidge Capital Advisors",0
Infotech Enterprises Q4 net up 29 per cent to Rs 70 crore,1
Inox raises stake in Fame India to 68.35% for Rs 89 cr,1
Insider case: SAT rejects RIL plea against Sebi; stock ends in green,1
IOL Chemicals & Pharmaceuticals plans JV with foreign suitor to push growth,1
Ipca Laboratories Q1 net up 67 per cent at Rs 71.77 crore,1
"IREDA seeks Sebi's nod to raise upto Rs 1,000 cr via bonds",1
IT major TCS outshines again; beats expectations with 4.1% Q1 sales growth,1
IT stocks performing well due to better quarterly results: P Phani Sekhar,1
Jagran Prakashan has good triggers over the next one year: Pankaj Pandey,1
"Jet Airways is best pick in aviation sector: Rajesh Jain, Market Strategist",1
Jindal Steel looking strong on the back of good earnings: Avinnash Gorakssakar,1
JP Associates is a decent buy closer to 60-62 levels: Ambareesh Baliga,1
"Just Dial Ltd to set up shop in UK, UAE; stock rallies",1
Jyothy Lab Q3 profit soars 63.1 per cent at Rs 27.4 crore,1
Jyoti Structures seeks shareholder permission to allow lenders convert debt into equity,1
Koutons Retail Q3 profit up 18.63 per cent at Rs 15.79 cr,1
LIC Housing Q2 Net rises 10 per cent at Rs 341 crore,1
LIC Housing raises Rs 810 cr by issuing preference shares to LIC,1
"Lower levels on Nifty to be good buying opportunities: Mitesh Thacker, miteshthacker.com",1
LT Foods Q4 net jumps more than seven-fold at Rs 9.69 crore,1
Markets likely to remain volatile; top five trading strategies for Budget week,0
Mastek gains 34% in past week; to reap dividends on demerger plans,1
"MFs dominate among 20 buyers of Rs 1,000 crore Tech Mahindra shares",1
MIRC Electronics net profit up at Rs 9.71 cr in March quarter,1
Money is flowing to early cyclical plays like capital good: Prashasta Seth,1
MRF Q2 net profit surges 94.66 per cent to Rs 332.62 crore,1
"MRPL now a Schedule A company, to be entitled to more benefits",1
"Nakoda: Increasing cotton yarn prices, sustained demand result in encouraging Q1 results",1
NALCO is a 'BUY' with a target of Rs 54: Prakash Gaba,1
Nasdaq's revamp of PSX exchange to put focus back on order size,1
"New biz model, big clients turn it around for Blue Star Infotech",1
NHAI bond issue sees spectacular response; subscribed 3 times on day 1,1
Nifty to head towards 7680 if doesn't break below 7540: Mitesh Thacker,1
Nifty to head towards 8200-8250 in next 4-5 trading sessions: Mitesh Thacker,1
NPA factor: PNB surges 6% despite Q3 net profit declining by 42%,1
Oberoi Realty rallies 15% as SC frees up stuck projects in Mumbai,1
"OIJIF ups stake in NCDEX, buys more shares from Jaypee Capital Services",1
Oil jumps 3 per cent to $63 as energy firms slash investments,1
OMCs pullback on hopes of no fuel price cut in near term,1
"Once above Rs 268, Crompton Greaves can touch Rs 280: Sandeep Wagle",1
"ONGCs long term pattern is positive: Sandeep Wagle, APTART Technical Advisory Services",1
OPEC price plan may be the first step towards $70 oil floor,1
